oui,manufacturer,registry,short_name,device_type,address,sources
54:2A:9C,"LSY Defense, LLC.",MA-L,,,"4175 Westport Rd. Louisville Kentucky US 40207",IEEE+Nmap
F8:99:55,"Fortress Technology Inc",MA-L,,,"51 Grand Marshall Drive Scarborough Ontario CA M1B 5N6",IEEE+Nmap
B8:27:EB,"Raspberry Pi Foundation",MA-L,,,"Mitchell Wood House Caldecote Cambridgeshire US CB23 7NU",IEEE+Nmap
E8:8D:F5,"ZNYX Networks, Inc.",MA-L,,,"48421 Milmont Drive Fremont CA US 94538",IEEE+Nmap
48:EA:63,"Zhejiang Uniview Technologies Co., Ltd.",MA-L,,,"Eastcom Building C,Eastcom Avenue Hangzhou Zhejiang CN 310053 ",IEEE+Nmap
0C:E5:D3,"DH electronics GmbH",MA-L,,,"Am Anger 8 Bergen  DE 83346",IEEE+Nmap
C4:71:30,"Fon Technology S.L.",MA-L,,,"Avda. Bruselas, n. 7, Planta 3, Alcobendas  Madrid ES 28100 ",IEEE+Nmap
48:D7:FF,"BLANKOM Antennentechnik GmbH",MA-L,,,"Hermann-Petersilge Str. 1 Bad Blankenburg TH DE 07422",IEEE+Nmap
F4:7F:35,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
A0:F4:19,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
BC:C1:68,"DinBox Sverige AB",MA-L,,,"Surbrunnsgatan 14 Stockholm  SE 11427",IEEE+Nmap
6C:AE:8B,"IBM Corporation",MA-L,,,"4400 North First Street San Jose CA US 95134",IEEE+Nmap
A4:F7:D0,"LAN Accessories Co., Ltd.",MA-L,,,"8F-1, No. 159, Sec. 1 Hsin Tai Wu Road, New Taipei City,  US 221 ",IEEE+Nmap
D4:EC:0C,"Harley-Davidson Motor Company",MA-L,,,"3700 W. Juneau Avenue Milwaukee Wisconsin US 53208",IEEE+Nmap
6C:A9:6F,"TransPacket AS",MA-L,,,"Drammensveien 134 Oslo  NO 0277",IEEE+Nmap
48:ED:80,"daesung eltec",MA-L,,,"#509 SJ Technoville, 60-19, Gasan-dong Seoul  KR 153-769 ",IEEE+Nmap
A0:86:EC,"SAEHAN HITEC Co., Ltd",MA-L,,,"16-3, Yongsu-ri, Chowol-eup Gwangju-si, Gyeonggi-do  KR 464-865 ",IEEE+Nmap
BC:4B:79,"SensingTek",MA-L,,,"2F, No.6-2,Dusing Rd.,Hsinchu Science Park,  Hsinchu  TW 30078 ",IEEE+Nmap
28:18:FD,"Aditya Infotech Ltd.",MA-L,,,"Khemka Square, A-12, Sector-4, Noida Uttar Pradesh IN 201301 ",IEEE+Nmap
E4:2C:56,"Lilee Systems, Ltd.",MA-L,,,"2905 Stender Way, Suite 78 Santa Clara CA US 95054 ",IEEE+Nmap
50:00:8C,"Hong Kong Telecommunications (HKT) Limited",MA-L,,,"41/F, PCCW Tower, Taikoo Place,   HK  ",IEEE+Nmap
DC:A8:CF,"New Spin Golf, LLC.",MA-L,,,"1637 Burr Oak Drive Libertyville IL US 60048",IEEE+Nmap
34:BA:9A,"Asiatelco Technologies Co.",MA-L,,,"301,#8 Building,#289 Bisheng Road Shanghai  CN 201204 ",IEEE+Nmap
64:2D:B7,"SEUNGIL ELECTRONICS",MA-L,,,"#16-8, Dodang-dong Buchon Gyuonggi-do KR 420-801 ",IEEE+Nmap
00:8D:DA,"Link One Co., Ltd.",MA-L,,,"601F   Chungjuk tower 546-9  Buchion Gyeonggi-do  KR 420-864",IEEE+Nmap
08:B4:CF,"Abicom International",MA-L,,,"The Old Grammar School Market Drayton Shropshire GB TF9 1JR",IEEE+Nmap
44:5F:7A,"Shihlin Electric & Engineering Corp.",MA-L,,,"16F  NO.88,  SEC,  6,  CHUNG  SHAN  N.  RD., TAIPEI   HsinChu HsinFun Shiang TW 304 ",IEEE+Nmap
28:BA:18,"NextNav, LLC",MA-L,,,"484 Oakmead Parkway Sunnyvale CA US 94085",IEEE+Nmap
2C:36:F8,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
AC:3D:05,"Instorescreen Aisa",MA-L,,,"Room 207, North Bldg,No 28 Shanghai  CN 200237 ",IEEE+Nmap
F4:8E:09,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
D4:43:A8,"Changzhou Haojie Electric Co., Ltd.",MA-L,,,"No. 158, Changzhou Jiangsu CN 213022 ",IEEE+Nmap
BC:B8:52,"Cybera, Inc.",MA-L,,,"9009 Carothers Parkway Franklin TN US 37067",IEEE+Nmap
70:D6:B6,"Metrum Technologies",MA-L,,,"315 South University Parks Drive Waco Texas US 76701",IEEE+Nmap
28:D5:76,"Premier Wireless, Inc.",MA-L,,,"4222 E. La Palma Ave. Anaheim CA US 92807",IEEE+Nmap
6C:E9:07,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
94:DF:58,"IJ Electron CO.,Ltd.",MA-L,,,"401 ACE HIGHEND8, 345-4 GASAN-DONG SEOUL  KR 153-802 ",IEEE+Nmap
8C:0C:A3,"Amper",MA-L,,,"Marconi 3, PTM Tres Cantos Madrid US 28760 ",IEEE+Nmap
28:94:0F,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
5C:EB:4E,"R. STAHL HMI Systems GmbH",MA-L,,,"Im Gewerbegebiet Pesch 14 Cologne  DE 50767",IEEE+Nmap
B8:DA:F7,"Advanced Photonics, Inc.",MA-L,,,"the University of Tokyo, CCR507 Meguro-ku Tokyo JP 153-8904 ",IEEE+Nmap
2C:36:A0,"Capisco Limited",MA-L,,,"PO Box 938 Auckland  NZ 0943",IEEE+Nmap
80:0A:06,"COMTEC co.,ltd",MA-L,,,"60 shimoishida,azabu-cho, Miyoshi-shi Aichi-ken JP 470-0206 ",IEEE+Nmap
20:FA:BB,"Cambridge Executive Limited",MA-L,,,"St John's Innovation Centre Cambridge Cambridgeshire GB CB40WS",IEEE+Nmap
1C:0B:52,"EPICOM S.A",MA-L,,,"Autovia Andalucia Km 12.700 Getafe Madrid ES 28905",IEEE+Nmap
74:7E:2D,"Beijing Thomson CITIC Digital Technology Co. LTD.",MA-L,,,"8301, No.8 Workshop, 3 Yongchangbei Road Beijing  CN 100176 ",IEEE+Nmap
E8:0C:75,"Syncbak, Inc.",MA-L,,,"5 Research Center Marion IA US 52302",IEEE+Nmap
18:D6:6A,"Inmarsat",MA-L,,,"99 City Road London  GB EC1Y 1AX",IEEE+Nmap
C8:56:45,"Intermas France",MA-L,,,"Rue de l'industrie Beauvais Oise FR 60000",IEEE+Nmap
8C:60:4F,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
74:FF:7D,"Wren Sound Systems, LLC",MA-L,,,"169 Gateshead Way Phoenixville PA US 19460",IEEE+Nmap
34:FC:6F,"ALCEA",MA-L,,,"3 Rue Joly de Bammeville 91460 Marcoussis FR",IEEE+Nmap
C0:B3:57,"Yoshiki Electronics Industry Ltd.",MA-L,,,"Ooicyoyo Building 7f Shinagawa-ku Tokyo JP 140-0011",IEEE+Nmap
D8:BF:4C,"Victory Concept Electronics Limited",MA-L,,,"4/F., CAC Tower, Kwun Tong Kowloon HK KLN ",IEEE+Nmap
C0:DF:77,"Conrad Electronic SE",MA-L,,,"Klaus Conrad Str. 1 Hirschau Bavaria DE 92240",IEEE+Nmap
C8:60:00,"ASUSTek COMPUTER INC.",MA-L,,,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 ",IEEE+Nmap
64:52:99,"The Chamberlain Group, Inc",MA-L,,,"845 N Larch Ave Elmhurst Illinois US 60126",IEEE+Nmap
BC:12:5E,"Beijing WisVideo INC.",MA-L,,,"RM 3A08 Technology&Fortune Center A block No.8 Xue Qing Road,Haidian District ,   Beijing CN 100192 ",IEEE+Nmap
C8:07:18,"TDSi",MA-L,,,"Unit 10 Concept Park Poole Dorset GB BH12 4QT",IEEE+Nmap
B4:94:4E,"WeTelecom Co., Ltd.",MA-L,,,"The'O Plus #915 Gunpo-si Kyunggi-do KR 435-805",IEEE+Nmap
34:5B:11,"EVI HEAT AB",MA-L,,,"Box 55 Kungsaengen  SE 196 22",IEEE+Nmap
98:8B:AD,"Corintech Ltd.",MA-L,,,"Ashford Mill Fordingbridge Hampshire GB SP6 1DZ",IEEE+Nmap
40:50:E0,"Milton Security Group LLC",MA-L,,,"111 North Harbor Blvd Fullerton CA US 92832",IEEE+Nmap
C8:7C:BC,"Valink Co., Ltd.",MA-L,,,"1F Dongwon Bldg. 90, Dangsan-Dong 3-Ga Youngdungpo-Gu Seoul  KR 150-803 ",IEEE+Nmap
40:9F:C7,"BAEKCHUN I&C Co., Ltd.",MA-L,,,"67-5, Gyesu-dong Bucheon-si Gyeonggi-do KR 422-070 ",IEEE+Nmap
C8:7D:77,"Shenzhen Kingtech Communication Equipment Co.,Ltd",MA-L,,,"Floor3.Building A,NO.3,Road 1 of shangxue Dengxinkeng Industry Park,Bantian Street, Shenzhen City Guangdong CN 518112 ",IEEE+Nmap
A0:78:BA,"Pantech Co., Ltd.",MA-L,,,"110-1 Ongjeong-Ri, Tongjin-Eup Gimpo-Si Gyounggi-Do KR 415-865 ",IEEE+Nmap
D4:50:7A,"CEIVA Logic, Inc",MA-L,,,"214 E Magnolia Blvd Burbank CA US 91502",IEEE+Nmap
9C:C7:D1,"SHARP Corporation",MA-L,,,"22-22,Nagaike-cho Osaka city Osaka prefecture JP 545-8522 ",IEEE+Nmap
00:B9:F6,"Shenzhen Super Rich Electronics Co.,Ltd",MA-L,,,"RM.102,Shibida Building,No.55,Zhenhua Road,Shenzhen Futian District, Shenzhen Guangdong CN 518031 ",IEEE+Nmap
9C:5C:8D,"FIREMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS ELETRÔNICOS LTDA",MA-L,,,"R: Vicente de Felice, 589 -  Jd.Ouro Verde Limeira São Paulo BR 13482-075 ",IEEE+Nmap
E0:1E:07,"Anite Telecoms US. Inc",MA-L,,,"106 Vista Centre Dr Forest VA US 24551",IEEE+Nmap
B0:6C:BF,"3ality Digital Systems GmbH",MA-L,,,"Gut Mergenthau 1 Kissing Bayern DE 86438",IEEE+Nmap
20:AA:4B,"Cisco-Linksys, LLC",MA-L,,,"121 Theory Drive Irvine California US 92612",IEEE+Nmap
08:0D:84,"GECO, Inc.",MA-L,,,"1754 N. 48th St. Mesa AZ US 85205",IEEE+Nmap
88:E7:12,"Whirlpool Corporation",MA-L,,,"750 Monte Dr. Benton Harbor Michigan US 49022",IEEE+Nmap
64:4B:F0,"CalDigit, Inc",MA-L,,,"1941 Miraloma Ave #B Placentia CA US 92870",IEEE+Nmap
28:38:CF,"Gen2wave",MA-L,,,"Gumi-dong, Bundang-gu Seongnam-si Gyeonggi-do KR 463-741 ",IEEE+Nmap
50:FC:30,"Treehouse Labs",MA-L,,,"601 Great Oaks Dr. Round Rock TX US 78681",IEEE+Nmap
70:70:4C,"Purple Communications, Inc",MA-L,,,"595 Menlo Rocklin CA US 95765",IEEE+Nmap
F4:7A:CC,"SolidFire, Inc.",MA-L,,,"1620 Pearl Street Boulder Colorado US 80302",IEEE+Nmap
24:BC:82,"Dali Wireless, Inc.",MA-L,,,"125 University Avenue, Suite 88 Palo Alto CA US 94301 ",IEEE+Nmap
64:C5:AA,"South African Broadcasting Corporation",MA-L,,,"77 Twickenham Avenue Auckland Park Gauteng ZA 2006",IEEE+Nmap
64:ED:62,"WOORI SYSTEMS Co., Ltd",MA-L,,,"101Ho #42-9, Jeongja-dong, Pundang-gu Sungnam-si Kyunggi-do KR 463-848 ",IEEE+Nmap
C4:23:7A,"WhizNets Inc.",MA-L,,,"830 Stewart Drive Sunnyvale California US 94085",IEEE+Nmap
84:30:E5,"SkyHawke Technologies, LLC",MA-L,,,"274 Commerce Park Dr, Ste M Ridgeland MS US 39157 ",IEEE+Nmap
2C:00:2C,"UNOWHY",MA-L,,,"11, rue Tronchet Paris  US 75008 ",IEEE+Nmap
04:81:AE,"Clack Corporation",MA-L,,,"4462 Duraform Lane Windsor WI US 53598",IEEE+Nmap
C0:91:32,"Patriot Memory",MA-L,,,"47027 Benicia Fremont CA US 94555",IEEE+Nmap
A8:98:C6,"Shinbo Co., Ltd.",MA-L,,,"203-14, Anyang 7-Dong, Manan-Gu Anyang-Si Kyungki-Do KR 430-817 ",IEEE+Nmap
00:6B:A0,"SHENZHEN UNIVERSAL INTELLISYS PTE LTD",MA-L,,,"ROOM 1607-1608,XINGJI MANSION SHENZHEN GUANGDONG CN 518104 ",IEEE+Nmap
50:26:90,"FUJITSU LIMITED",MA-L,,,"Mushashi-kosuge Tower Place 13F Kawasaki Kanagawa JP 211-0063",IEEE+Nmap
B4:21:1D,"Beijing GuangXin Technology Co., Ltd",MA-L,,,"Room 313,B Bld,Horizon International Tower,Zhichun Road,6,Haidian District,Beijing City,P.R.China Beijing  CN 100086 ",IEEE+Nmap
E0:39:D7,"Plexxi, Inc.",MA-L,,,"100 Innovative Way Suite 3322 Nashua NH US 03062",IEEE+Nmap
FC:94:6C,"UBIVELOX",MA-L,,,"#1301 KOLONG Digital Villent 222-7 Guro-dong Guro-gu SEOUL  KR 152-777",IEEE+Nmap
38:DE:60,"Mohlenhoff GmbH",MA-L,,,"Museumstraße 54a Salzgitter Niedersachsen DE 38229",IEEE+Nmap
28:39:E7,"Preceno Technology Pte.Ltd.",MA-L,,,"11F, No.207-2, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City  TW 23143 ",IEEE+Nmap
28:D9:97,"Yuduan Mobile Co., Ltd.",MA-L,,,"Room 401 No 84 Lane 887 Zuchongzhi Rd. Shanghai  CN 201203",IEEE+Nmap
88:6B:76,"CHINA HOPEFUL GROUP HOPEFUL ELECTRIC CO.,LTD",MA-L,,,"Shunde District of Foshan City, Guangdong Province, Guangxi Rong Ronggui Town Road, No. 148 Foshan GuangDong CN 528305 ",IEEE+Nmap
A0:CF:5B,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
18:C4:51,"Tucson Embedded Systems",MA-L,,,"5620 North Kolb Road Tucson AZ US 85750",IEEE+Nmap
58:2E:FE,"Lighting Science Group",MA-L,,,"1227 South Patrick Drive Satellite Beach FL US 32937",IEEE+Nmap
F8:D3:A9,"AXAN Networks",MA-L,,,"2F Myungjin-Bldg Daechi-Dong Gangnam-Gu  Seoul   KR 135-845",IEEE+Nmap
5C:D4:AB,"Zektor",MA-L,,,"12675 Danielson Ct. Ste 401 Poway CA US 92064",IEEE+Nmap
F8:46:2D,"SYNTEC Incorporation",MA-L,,,"3F, NO.105, Shing-shyue St.,  Hsinchu  TW 300 ",IEEE+Nmap
58:67:7F,"Clare Controls Inc.",MA-L,,,"7519 Pennsylvania Ave Sarasota FL US 34243",IEEE+Nmap
CC:A3:74,"Guangdong Guanglian Electronic Technology Co.Ltd",MA-L,,,"B338,Block13,No.232 Waihuandonglu Road,High Education Mega Center Guangzhou Guangdong CN 510006 ",IEEE+Nmap
50:F6:1A,"Kunshan JADE Technologies co., Ltd.",MA-L,,,"12th Floor, Southern Building, Pudong Software Park,828 Xueyuan Road, Bacheng Town  Kunshan Jiangsu CN 215311 ",IEEE+Nmap
20:BB:C6,"Jabil Circuit Hungary Ltd.",MA-L,,,"Huszár Andor 1. Tiszaújváros  HU H-3580",IEEE+Nmap
2C:97:17,"I.C.Y. B.V.",MA-L,,,"Houtsaachmole 35 Lemmer Friesland NL 8531 WC",IEEE+Nmap
64:E8:4F,"Serialway Communication Technology Co. Ltd",MA-L,,,"Room 315, 706 Painting Room,  Beijing  CN 100096 ",IEEE+Nmap
94:1D:1C,"TLab West Systems AB",MA-L,,,"Ebbe Lieberathsgatan 23B Gothenburg  SE 41265",IEEE+Nmap
40:66:7A,"mediola - connected living AG",MA-L,,,"Nobelring 26 Frankfurt am Main Hessen DE 60598",IEEE+Nmap
64:80:8B,"VG Controls, Inc.",MA-L,,,"11 Butternut Drive Vernon NJ US 07462",IEEE+Nmap
7C:6B:52,"Tigaro Wireless",MA-L,,,"Shen A'ari 7 Even Yehuda  IL 40500",IEEE+Nmap
04:6D:42,"Bryston Ltd.",MA-L,,,"P.O. Box 2170 Peterborough Ontario CA K9J  7Y4",IEEE+Nmap
D0:CF:5E,"Energy Micro AS",MA-L,,,"Sandakerveien 118 Oslo  NO N-0484",IEEE+Nmap
64:4D:70,"dSPACE GmbH",MA-L,,,"Rathenaustraße 26 Paderborn  DE 33102",IEEE+Nmap
80:76:93,"Newag SA",MA-L,,,"Wyspianskiego 3 Nowy Sacz woj. Malopolskie PL 33-300",IEEE+Nmap
FC:17:94,"InterCreative Co., Ltd",MA-L,,,"897-6, HoGye-Dong, DongAn-Gu, AnYang-Si, GyeongGi-Do, KR 431-836 ",IEEE+Nmap
18:14:20,"TEB SAS",MA-L,,,"RD294 - Corpeau Meursault Burgundy FR 21190",IEEE+Nmap
D0:31:10,"Ingenic Semiconductor Co.,Ltd",MA-L,,,"Room 108,Building A,Information Center Zhongguancun Software Park 8 Dongbeiwang West Road,Haidain District Beijing  CN 100193 ",IEEE+Nmap
AC:81:F3,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
94:C6:EB,"NOVA electronics, Inc.",MA-L,,,"Grand Axe Bldg. 3F. Shibuya-ku Tokyo JP 151-0064",IEEE+Nmap
10:F9:EE,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
80:97:1B,"Altenergy Power System,Inc.",MA-L,,,"No.1 Yatai Road,  Jiaxing City,   Zhejiang Province, CN 314050 ",IEEE+Nmap
10:71:F9,"Cloud Telecomputers, LLC",MA-L,,,"1032 Elwell Court Palo Alto CA US 94303",IEEE+Nmap
C4:7B:2F,"Beijing JoinHope Image Technology Ltd.",MA-L,,,"624 Room .Automation Building.95# Zhong Guancun East Road.Haidian District Beijing  CN 100190",IEEE+Nmap
18:F6:50,"Multimedia Pacific Limited",MA-L,,,"1 Matheson Street, Shell Tower 29F/12   HK 000000 ",IEEE+Nmap
70:4A:AE,"Xstream Flow (Pty) Ltd",MA-L,,,"Room 123, Building 16, CSIR campus Pretoria Gauteng ZA 0184 ",IEEE+Nmap
9C:93:4E,"Xerox Corporation",MA-L,,,"Mail Stop 0214 - 7E Webster NY US 14580",IEEE+Nmap
3C:26:D5,"Sotera Wireless",MA-L,,,"9444 Waples Street San Diego CA US 92121",IEEE+Nmap
FC:2E:2D,"Lorom Industrial Co.LTD.",MA-L,,,"F1.13,Rm.2,No.78,Sec.2,An-HoRd. Taipei  TW 106 ",IEEE+Nmap
E8:4E:06,"EDUP INTERNATIONAL (HK) CO., LTD",MA-L,,,"20D Room, Block B, Modern Windows Buidling, FuTian District, Shenzhen Guangdong CN 518028 ",IEEE+Nmap
E8:C3:20,"Austco Communication Systems Pty Ltd",MA-L,,,"40 O'Malley Street Osborne Park Western Australia AU 6017",IEEE+Nmap
D8:97:3B,"Artesyn Embedded Technologies",MA-L,,,"16/F Lu Plaza Building Kwun Tong Kowloon HK 00000",IEEE+Nmap
00:8D:4E,"CJSC NII STT",MA-L,,,"N.Leningradskaya str, 10 Smolensk  RU 214012 ",IEEE+Nmap
10:C5:86,"BIO SOUND LAB CO., LTD.",MA-L,,,"Suite 311, 312 SKn Techno Park  Seongnam-si Gyeonggi-do, KR 462-721 ",IEEE+Nmap
E8:BA:70,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
64:73:E2,"Arbiter Systems, Inc.",MA-L,,,"1324 Vendels Circle Paso Robles California US 93446",IEEE+Nmap
00:A1:DE,"ShenZhen ShiHua Technology CO.,LTD",MA-L,,,"Room505,5/F TsingYi Building,LangShan 2ed Road,High-Tech Industrial Park, ShenZhen GuangDong CN 518052 ",IEEE+Nmap
04:E1:C8,"IMS Soluções em Energia Ltda.",MA-L,,,"Av. Bernardino Silveira Pastoriza, 720 Porto Alegre RS BR 91160-310 ",IEEE+Nmap
E4:DD:79,"En-Vision America, Inc.",MA-L,,,"1845 Hovey Ave Normal IL US 61761",IEEE+Nmap
60:19:0C,"RRAMAC",MA-L,,,"15400 Medina Rd Plymouth MN US 55447",IEEE+Nmap
34:A7:09,"Trevil srl",MA-L,,,"Via Copernico 1 Pozzo d'Adda MI IT 20060",IEEE+Nmap
F8:03:32,"Khomp",MA-L,,,"Rua Joe Collaço, 253 Florianópolis Santa Catarina BR 88037-010 ",IEEE+Nmap
C4:0F:09,"Hermes electronic GmbH",MA-L,,,"Am Handwerkerpark 1 Essen NRW DE 45309",IEEE+Nmap
90:8D:1D,"GH Technologies",MA-L,,,"5022 Binhe Road, Block B, United Plaza Shenzhen  CN 518026 ",IEEE+Nmap
CC:B5:5A,"Fraunhofer ITWM",MA-L,,,"Fraunhoferplatz 1 Kaiserslautern Rhineland-Palatinae DE 67663",IEEE+Nmap
58:75:21,"CJSC RTSoft",MA-L,,,"Nikitinskaya str., 3 Moscow  RU 105037 ",IEEE+Nmap
64:D9:89,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
44:D3:CA,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
24:DA:B6,"Sistemas de Gestión Energética S.A. de C.V",MA-L,,,"Calzada de los Fresnos 70-A Zapopan Jalisoc MX 45010",IEEE+Nmap
B8:F5:E7,"WayTools, LLC",MA-L,,,"401 Wilshire Blvd. Santa Monica CA US 90401",IEEE+Nmap
14:8A:70,"ADS GmbH",MA-L,,,"Im Rohnweiher 39 Lohmar Germany DE D-53797",IEEE+Nmap
FC:00:12,"Toshiba Samsung Storage Technolgoy Korea Corporation",MA-L,,,"14 Floor, Bldg. No. 102, Digital Empire2, 486, Sin-dong, Yeongtong-gu, Suwon-si,  Su-won  Gyeonggi  KR 443-734  ",IEEE+Nmap
F4:44:50,"BND Co., Ltd.",MA-L,,,"573-13 Bokhyeon-dong, Buk-gu Daegu  KR 702-020 ",IEEE+Nmap
64:43:46,"GuangDong Quick Network Computer CO.,LTD",MA-L,,,"12F,No.80 of Middle XianLie Road,YueXiu District GuangZhou GuangDong CN 510070 ",IEEE+Nmap
FC:E8:92,"Hangzhou Lancable Technology Co.,Ltd",MA-L,,,"Zone A,Floor 16,Zhongcai Building,68#,Tonghe Road,Binjiang District, Hangzhou Zhejiang CN 310051 ",IEEE+Nmap
B8:B4:2E,"Gionee Communication Equipment Co,Ltd.ShenZhen",MA-L,,,"21/F Times Technology Building, 7028 Shennan Road, Futian District, Shenzhen Guangdong CN 518040 ",IEEE+Nmap
A8:40:41,"Dragino Technology Co., Limited",MA-L,,,"303, Block B, No 8; 349, Jian'An 1 Road,Bao'An Shenzhen GuangDong CN 518101 ",IEEE+Nmap
DC:F0:5D,"Letta Teknoloji",MA-L,,,"TUBITAK Teknoloji Gelistirme Bolgesi KOCAELI  TR 41455",IEEE+Nmap
D0:5A:0F,"I-BT DIGITAL CO.,LTD",MA-L,,,"17F.-8, No.866, Zhongzheng Rd., Zhonghe Dist New Taipei   TW 235 ",IEEE+Nmap
7C:DD:20,"IOXOS Technologies S.A.",MA-L,,,"4 Chemin de Fontenailles GLAND VAUD CH CH-1196",IEEE+Nmap
A0:E9:DB,"Ningbo FreeWings Technologies Co.,Ltd",MA-L,,,"Room 1107-1108, No 298 XueShi Road Yinzhou District Ningbo,  Ningbo Zhejiang CN 315000 ",IEEE+Nmap
9C:7B:D2,"NEOLAB Convergence",MA-L,,,"4F Yujung bldg., Seoul  KR 137-070 ",IEEE+Nmap
90:0D:66,"Digimore Electronics Co., Ltd",MA-L,,,"10 FL., No. 61, Yan-Ping South Road Taipei  TW 100 ",IEEE+Nmap
48:C8:62,"Simo Wireless,Inc.",MA-L,,,"326#,Building 4,Zhongxing Industrial Park,Chuangye Shenzhen Guangdong CN 518054 ",IEEE+Nmap
0C:F3:EE,"EM Microelectronic",MA-L,,,"Rue des Sors 3 Marin-Epagnier Neuchatel CH 2074",IEEE+Nmap
F0:C2:7C,"Mianyang Netop Telecom Equipment Co.,Ltd.",MA-L,,,"No.111,East section of Puming South Road, Mianyang City Sichuan Province,  CN 621000 ",IEEE+Nmap
BC:35:E5,"Hydro Systems Company",MA-L,,,"3798 Round Bottom Road Cincinnati Ohio US 45244",IEEE+Nmap
28:34:10,"Enigma Diagnostics Limited",MA-L,,,"Building 224 DSTL Porton Down Salisbury GB SP4 0JQ",IEEE+Nmap
28:CC:FF,"Corporacion Empresarial Altra SL",MA-L,,,"Marie Curie 21 Malaga  ES 29590",IEEE+Nmap
14:B7:3D,"ARCHEAN Technologies",MA-L,,,"1899 avenue d'Italie MONTAUBAN  FR 82000",IEEE+Nmap
A4:33:D1,"Fibrlink Communications Co.,Ltd.",MA-L,,,"28F Ages Wealth World, No.1 Hangfeng Road Beijing  CN 100070 ",IEEE+Nmap
84:DE:3D,"Crystal Vision Ltd",MA-L,,,"Lion Technology park Whittlesford/ Cambridge Cambs GB CB22 4WL",IEEE+Nmap
B4:AA:4D,"Ensequence, Inc.",MA-L,,,"111 SW 5th Ave Suite 1400 Portland OR US 97204",IEEE+Nmap
04:0A:83,"Alcatel-Lucent",MA-L,,,"Via Trento, 30 Vimenrcate MB IT 2059 ",IEEE+Nmap
B4:2A:39,"ORBIT MERRET, spol. s r. o.",MA-L,,,"Vodnanska 675/30 Praha  CZ 198 00",IEEE+Nmap
18:AE:BB,"Siemens Convergence Creators GmbH&Co.KG",MA-L,,,"Communications, Media and Technology Hamburg  DE D-21079 ",IEEE+Nmap
38:91:FB,"Xenox Holding BV",MA-L,,,"Lingedijk 80 Tricht Gelderland NL 4196 HC",IEEE+Nmap
50:FA:AB,"L-tek d.o.o.",MA-L,,,"Obrtna cesta 18 Sentjernej  SI 8310",IEEE+Nmap
A8:E0:18,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
44:AA:E8,"Nanotec Electronic GmbH & Co. KG",MA-L,,,"Gewerbestrasse 11 Landsham Bavaria DE 85652",IEEE+Nmap
D8:DF:0D,"beroNet GmbH",MA-L,,,"Friedrichstraße 231 Berlin  DE 10969",IEEE+Nmap
D8:C0:68,"Netgenetech.co.,ltd.",MA-L,,,"704, Hanlim Venture Town., #689-6,  Gunpo-si  KR 435-862 ",IEEE+Nmap
50:E5:49,"GIGA-BYTE TECHNOLOGY CO.,LTD.",MA-L,,,"Pin-Jen Taoyuan TW 324",IEEE+Nmap
A8:FC:B7,"Consolidated Resource Imaging",MA-L,,,"2943 S Wilson CT NW Grand Rapids MI US 49534",IEEE+Nmap
F8:7B:8C,"Amped Wireless",MA-L,,,"13089 Peyton Dr. #C307 Chino Hills CA US 91709",IEEE+Nmap
44:D2:CA,"Anvia TV Oy",MA-L,,,"PO Box 29 SEINAJOKI  FI FIN60101",IEEE+Nmap
4C:1A:3A,"PRIMA Research And Production Enterprise Ltd.",MA-L,,,"63, Svobody st.  Nizhny Novgorod  RU 603003 ",IEEE+Nmap
AC:06:13,"Senselogix Ltd",MA-L,,,"56 Carlton Court, Ford William Morgan St. Asaph Debighshire GB LL17 0JG ",IEEE+Nmap
CC:F6:7A,"Ayecka Communication Systems LTD",MA-L,,,"POB 3059 Hod Hasharon  IL 45130",IEEE+Nmap
00:BB:8E,"HME Co., Ltd.",MA-L,,,"No.200 , Liao Bei Str.,San Min Dist., Kaohsiung  TW 807 ",IEEE+Nmap
